16700116;16700611;0.000198978322842329
16700116;16700864;0.000516578338148354
16700116;16700734;0.0101976390456694
16700117;16700317;0.0113603167905482
16700117;16700865;0.00176355393986606
16700117;16700862;0.010505588193926
16700117;16700317;0.0115875580231182
16700117;16700865;0.00136524984072085
16700117;16700862;0.0105238008555566
16700118;16700866;0.00168484062035622
16700118;16700862;0.0100043952364009
16700118;16700316;0.0109880910023232
16700118;16700866;0.00137700194898737
16700118;16700862;0.0106240996525718
16700118;16700316;0.0106770612659944
16700119;16700735;0.0181793099442379
16700119;16700786;9.43889405204461E-05
16700119;16700653;0.000188777881040892
16700119;16700598;1.88777881040892E-05
16700119;16700599;1.88777881040892E-05
16700119;16700787;0.000283166821561338
16700119;16700867;0.000522769516728624
16700119;16700868;0.0204170539033457
16700119;16700735;0.0190646605549295
16700119;16700786;9.89857765053452E-05
16700119;16700653;0.00019797155301069
16700119;16700598;0.000019797155301069
16700119;16700599;0.000019797155301069
16700119;16700787;0.000296957329516036
16700119;16700867;0.00051777175402796
16700119;16700868;0.00998994913653946
16700120;16700307;0.00573714060912041
16700120;16700869;0.00140969740681244
16700120;16700862;0.010310461266105
16700120;16700307;0.00584894391675376
16700120;16700869;0.00136676352693902
16700120;16700862;0.0105206335350937
16700121;16700067;0.0055650072345094
16700121;16700870;0.00136740177762231
16700121;16700862;0.0100011130014469
16700122;16700871;0.000419901399671332
16700122;16700734;0.00997336657788859
16700122;16700735;0.0148359494531648
16700122;16700736;0.00102000340001133
16700122;16700737;0.000170000566668556
16700122;16700663;1.70000566668556E-05
16700122;16700738;2.21000736669122E-05
16700122;16700653;0.000340001133337111
16700122;16700768;0.000170000566668556
16700122;16700596;0.000255000850002833
16700122;16700611;0.000170000566668556
16700123;16700872;0.00144471629966212
16700123;16700862;0.00808575090294769
16700123;16700067;0.00570895957124549
16700123;16700067;0.00570895957124549
16700123;16700873;0.00144471629966212
16700123;16700862;0.00808575090294769
16700124;16700312;0.0113603167905482
16700124;16700874;0.00176355393986606
16700124;16700862;0.010505588193926
16700124;16700312;0.0115875580231182
16700124;16700874;0.00136524984072085
